fips,median_age,white_pct,black_pct,hispanic_pct
01001,39.2,73.6,20.0,0.8
01003,43.7,82.8,8.0,1.6
01005,40.7,44.0,46.9,0.9
01007,41.3,75.1,20.7,1.9
01009,40.9,89.5,1.3,1.7
01011,40.4,22.9,71.2,0.1
01013,42.2,51.2,44.7,0.8
01015,39.0,71.0,22.0,1.3
01017,41.5,55.4,39.8,0.8
01019,47.4,91.3,3.8,1.8
01021,39.5,80.9,9.2,2.3
01023,47.0,56.7,38.2,2.3
01025,42.5,51.5,45.4,0.6
01027,43.8,80.5,13.0,0.9
01029,42.3,92.8,3.9,0.9
01031,38.8,71.5,16.6,2.7
01033,42.3,78.0,15.8,1.4
01035,46.3,50.2,45.8,0.9
01037,50.3,64.6,29.7,1.2
01039,42.8,83.2,11.7,1.4
01041,42.4,70.6,23.4,1.2
01043,41.1,91.0,1.1,1.5
01045,38.0,68.6,21.2,2.1
01047,40.3,27.2,70.5,0.7
01049,39.6,81.3,1.3,3.8
01051,38.9,73.3,21.1,1.0
01053,40.5,61.0,30.7,5.9
01055,41.8,77.3,15.0,1.4
01057,42.8,84.5,12.3,0.8
01059,38.6,75.7,4.0,2.1
01061,44.0,84.3,8.6,2.0
01063,44.4,17.9,81.5,0.1
01065,41.0,38.4,55.8,0.5
01067,45.0,71.0,25.2,1.4
01069,40.3,65.5,27.2,1.3
01071,43.4,89.0,3.0,3.4
01073,37.8,49.3,42.5,1.1
01075,44.5,86.6,9.3,0.8
01077,40.7,83.5,9.7,1.2
01079,42.8,76.1,9.9,9.6
01081,33.6,67.7,22.3,1.1
01083,40.5,75.3,12.8,2.4
01085,42.7,24.5,74.5,0.3
01087,37.8,17.1,78.3,1.6
01089,38.2,64.2,24.3,2.0
01091,41.1,45.0,51.3,0.9
01093,43.8,91.4,3.6,1.7
01095,38.6,82.1,2.6,3.0
01097,38.4,56.1,36.0,1.7
01099,43.9,53.7,42.2,1.9
01101,36.9,31.8,58.8,0.8
01103,40.3,75.4,13.1,2.8
01105,42.5,28.0,71.0,0.7
01107,42.5,58.2,39.3,0.8
01109,31.7,56.1,37.4,1.5
01111,44.0,75.6,16.5,3.4
01113,37.2,46.6,45.5,1.2
01115,41.0,84.3,9.9,0.9
01117,40.0,76.5,13.2,1.0
01119,34.9,25.9,71.2,1.0
01121,42.2,62.7,31.7,0.9
01123,45.4,68.7,23.4,3.2
01125,33.0,60.9,32.0,0.9
01127,41.3,87.9,6.1,1.0
01129,44.1,66.9,22.7,8.4
01131,42.0,27.6,70.7,0.7
01133,45.3,92.8,1.2,2.1
02013,41.8,16.6,6.0,43.8
02016,39.1,24.6,5.3,11.4
02020,34.9,58.3,5.3,13.4
02050,28.7,8.7,1.2,87.8
02060,39.3,48.2,0.6,33.7
02063,38.4,72.6,1.4,10.1
02066,45.5,53.4,0.1,43.0
02068,44.1,78.3,1.0,6.4
02070,30.9,15.3,0.6,81.1
02090,32.4,70.4,3.8,12.0
02100,52.4,79.2,0.2,10.0
02105,51.4,51.1,0.9,41.0
02110,39.8,63.5,0.7,18.9
02122,41.5,79.1,0.6,12.8
02130,40.8,63.5,0.4,21.6
02150,35.4,50.9,0.6,17.2
02158,23.6,3.2,0.9,93.8
02164,33.4,16.4,2.3,78.6
02170,36.6,78.3,1.3,12.0
02180,29.4,14.1,1.0,81.8
02185,35.2,31.6,2.6,54.0
02188,28.3,10.4,0.6,85.2
02195,45.7,61.7,1.5,15.0
02198,43.7,44.5,0.4,50.7
02220,39.6,61.5,0.4,21.1
02230,42.5,70.2,2.2,6.0
02240,37.9,76.1,0.9,17.9
02275,44.3,55.1,0.1,33.3
02282,53.2,24.7,5.5,41.9
02290,37.3,22.7,1.3,73.5
04001,36.2,20.2,1.0,74.4
04003,42.9,66.8,3.8,2.7
04005,32.4,57.0,1.5,28.3
04007,51.4,67.7,0.6,18.8
04009,34.4,66.2,1.3,14.8
04011,36.1,64.7,1.5,4.7
04012,59.7,61.3,0.4,17.5
04013,37.5,63.0,5.8,3.6
04015,53.2,81.5,1.2,3.7
04017,39.4,45.4,1.2,45.8
04019,39.7,63.2,3.6,5.6
04021,40.3,66.0,5.0,6.7
04023,37.9,42.1,0.2,1.3
04025,55.0,82.7,0.6,3.3
04027,35.8,48.4,1.7,3.1
05001,41.0,70.4,25.7,1.4
05003,42.7,70.0,24.6,0.5
05005,51.9,92.9,0.4,2.1
05007,35.8,66.0,1.8,3.6
05009,41.3,94.3,0.3,2.1
05011,38.5,58.3,26.4,6.1
05013,44.8,79.0,12.3,3.2
05015,44.7,73.2,0.2,3.2
05017,42.9,41.0,53.4,1.5
05019,31.9,69.6,23.7,1.5
05021,42.6,94.0,0.1,3.9
05023,49.5,94.4,0.4,2.2
05025,43.7,83.9,13.1,2.2
05027,34.5,61.2,34.9,1.0
05029,42.6,82.0,11.1,1.7
05031,34.5,73.2,16.8,1.4
05033,39.1,82.9,1.2,4.6
05035,36.0,40.4,50.4,5.5
05037,40.6,72.0,18.4,7.3
05039,44.5,52.9,43.8,1.3
05041,41.2,44.9,48.6,0.2
05043,37.7,65.7,26.7,0.9
05045,34.0,79.9,11.9,1.3
05047,42.4,86.3,0.2,3.7
05049,48.6,92.9,0.2,4.3
05051,45.3,83.6,7.8,2.1
05053,40.2,91.8,2.6,1.1
05055,37.8,90.2,2.2,1.2
05057,41.1,55.5,29.7,1.6
05059,43.0,82.8,11.5,1.7
05061,39.4,64.4,20.8,2.0
05063,39.0,84.9,1.6,3.2
05065,47.5,87.8,1.6,2.4
05067,40.4,75.7,14.7,4.2
05069,39.5,37.6,56.3,1.3
05071,39.4,84.3,1.7,2.9
05073,48.5,57.7,35.8,1.3
05075,39.8,92.7,1.0,1.7
05077,41.9,40.0,54.7,0.7
05079,40.1,62.1,28.6,1.0
05081,42.2,72.9,19.6,2.5
05083,43.8,89.3,1.7,2.0
05085,37.3,85.7,5.5,1.8
05087,41.2,74.5,0.2,4.6
05089,51.9,94.0,0.2,3.0
05091,39.0,67.5,25.7,1.7
05093,36.9,57.5,34.8,1.1
05095,45.5,53.4,40.2,1.5
05097,50.8,91.0,0.9,3.1
05099,44.2,64.9,31.9,1.0
05101,48.9,93.6,0.2,2.9
05103,44.0,55.2,41.0,1.5
05105,44.1,91.8,1.8,2.0
05107,39.9,34.4,61.5,0.9
05109,42.8,87.8,3.8,1.9
05111,39.8,84.9,5.9,4.2
05113,44.4,89.4,0.1,5.3
05115,36.7,84.6,2.3,3.3
05117,45.8,84.7,10.5,1.0
05119,37.5,50.8,36.8,1.3
05121,39.3,89.8,1.1,1.8
05123,39.7,41.1,55.0,1.1
05125,40.4,82.1,8.4,1.6
05127,42.4,84.9,1.5,5.4
05129,48.5,88.2,0.1,4.1
05131,38.0,69.2,5.7,4.6
05133,34.8,58.7,5.0,4.1
05135,47.5,92.4,0.6,2.9
05137,49.2,90.6,0.1,2.8
05139,41.5,62.0,32.4,1.2
05141,49.6,92.9,0.6,2.5
05143,32.5,67.2,3.2,3.4
05145,38.4,87.8,4.4,1.4
05147,44.9,69.7,27.1,0.6
05149,39.9,79.1,1.7,1.9
06001,38.7,32.0,9.9,2.1
06003,41.1,63.5,0.0,28.1
06005,49.9,77.8,2.0,5.0
06007,36.3,72.6,1.8,4.3
06009,52.0,80.8,1.2,3.8
06011,35.7,51.2,1.4,3.2
06013,40.3,43.5,8.5,2.6
06015,40.8,67.1,2.9,10.3
06017,46.1,79.9,0.9,2.5
06019,33.2,41.8,4.4,3.1
06021,35.9,59.8,0.6,3.8
06023,39.6,73.6,1.3,8.6
06025,33.0,30.4,2.5,2.7
06027,45.6,64.6,1.0,15.1
06029,32.4,49.2,5.2,2.9
06031,32.3,46.0,6.4,3.1
06033,44.2,69.2,2.2,6.6
06035,37.8,68.9,8.3,5.1
06037,37.9,35.4,7.8,2.7
06039,34.6,44.1,2.6,5.0
06041,47.3,70.4,2.3,1.9
06043,51.6,79.7,1.3,6.2
06045,43.9,68.3,0.9,6.8
06047,31.8,36.0,2.9,3.0
06049,49.0,80.7,0.8,6.3
06051,40.3,74.1,0.1,6.8
06053,35.3,36.5,2.2,2.5
06055,42.8,60.1,1.9,2.5
06057,50.3,85.7,0.3,2.6
06059,39.1,46.4,1.6,2.0
06061,42.4,72.5,1.7,2.4
06063,52.1,87.1,1.4,4.9
06065,36.7,42.2,6.5,3.1
06067,37.2,47.2,9.5,3.1
06069,35.9,45.1,1.0,4.5
06071,34.4,39.1,8.0,3.0
06073,37.1,53.0,4.7,2.5
06075,39.7,40.5,5.1,1.8
06077,35.2,37.1,7.0,6.1
06079,40.2,72.4,1.1,2.6
06081,40.6,40.7,2.2,2.2
06083,34.5,54.3,1.7,3.6
06085,37.9,33.2,2.4,1.9
06087,39.6,62.8,1.0,3.0
06089,41.7,80.2,0.9,5.1
06091,56.0,90.4,0.3,2.6
06093,47.4,79.4,1.7,7.6
06095,39.1,42.7,12.9,2.8
06097,42.7,64.5,1.6,3.7
06099,34.8,50.1,2.8,3.3
06101,36.4,50.3,1.7,4.3
06103,40.1,69.3,0.9,5.0
06105,54.8,80.5,0.9,5.6
06107,31.9,42.6,1.5,3.3
06109,48.8,82.6,1.7,4.4
06111,39.4,58.6,1.8,3.3
06113,32.3,54.8,2.7,2.8
06115,33.9,60.5,3.7,5.7
08001,34.6,60.2,3.5,4.4
08003,33.1,61.6,1.8,9.3
08005,37.3,61.9,10.8,2.7
08007,52.2,80.4,0.0,4.7
08009,43.0,89.9,0.3,2.6
08011,41.7,70.2,3.5,6.9
08013,37.5,80.7,0.8,1.5
08014,38.8,78.9,1.3,1.8
08015,47.6,88.8,1.1,3.3
08017,43.0,83.4,1.1,2.0
08019,49.2,88.8,1.4,2.4
08021,38.8,61.4,0.2,7.2
08023,50.7,52.4,3.5,7.8
08025,39.6,67.0,6.0,6.7
08027,58.6,93.8,0.0,0.6
08029,48.4,86.7,0.8,2.3
08031,35.2,62.9,8.8,2.9
08033,57.2,79.5,0.0,9.5
08035,39.5,81.7,1.4,1.6
08037,39.3,72.0,0.9,0.8
08039,44.8,85.7,0.5,2.2
08041,35.0,72.6,5.9,3.1
08043,44.9,86.8,3.8,3.0
08045,37.2,72.5,0.6,2.2
08047,48.7,88.4,1.1,3.3
08049,45.5,81.2,0.4,2.9
08051,37.0,89.6,1.1,2.4
08053,54.8,86.9,2.0,5.0
08055,55.1,85.1,0.0,4.2
08057,51.5,89.7,1.1,0.4
08059,40.4,82.0,1.1,2.3
08061,43.9,93.2,0.0,4.8
08063,39.0,80.6,0.1,3.1
08065,36.9,67.7,0.1,4.5
08067,42.3,83.4,0.2,8.2
08069,36.6,84.1,1.0,2.0
08071,46.5,71.5,1.7,9.4
08073,40.7,83.6,5.7,3.1
08075,39.1,82.8,1.6,2.0
08077,40.8,84.7,0.6,2.4
08079,53.7,90.9,0.0,3.4
08081,37.9,85.1,0.1,2.6
08083,44.5,77.8,1.2,14.9
08085,45.7,81.4,0.3,2.5
08087,36.9,70.4,3.1,2.9
08089,40.9,71.0,1.0,4.1
08091,55.6,89.9,2.0,0.8
08093,51.7,90.8,0.8,2.9
08095,40.3,81.7,0.0,2.6
08097,47.3,86.2,0.5,0.4
08099,38.5,70.4,0.7,4.1
08101,40.4,74.5,2.1,4.7
08103,39.1,85.5,0.1,3.7
08105,43.2,74.5,0.4,7.2
08107,42.6,85.0,0.2,2.7
08109,49.8,76.5,0.7,8.0
08111,42.2,87.5,0.0,1.9
08113,42.7,89.6,0.7,2.4
08115,42.9,84.8,0.9,2.9
08117,39.2,79.5,0.4,0.7
08119,52.0,87.5,1.0,2.4
08121,41.2,88.6,1.2,1.8
08123,35.2,76.0,1.4,3.0
08125,39.6,80.0,0.1,1.5
09110,40.2,65.8,12.5,1.0
09120,40.0,59.1,12.6,0.9
09130,45.8,82.1,5.1,1.3
09140,41.9,67.0,11.2,1.4
09150,43.9,88.6,1.8,2.1
09160,47.1,85.1,2.7,1.1
09170,40.2,64.0,14.0,1.0
09180,41.0,76.2,5.5,2.6
09190,41.5,64.1,10.3,1.0
10001,38.5,59.9,27.0,1.6
10003,39.2,56.5,25.3,1.1
10005,51.4,75.6,10.5,1.7
11001,34.9,39.1,43.3,1.6
12001,32.2,62.7,19.4,1.0
12003,38.1,78.2,11.7,3.4
12005,41.4,76.5,10.0,1.8
12007,40.5,73.9,18.6,1.8
12009,46.8,75.4,9.8,1.2
12011,41.3,42.6,28.3,1.3
12013,41.8,76.6,11.6,2.3
12015,60.0,84.7,5.3,1.0
12017,56.9,88.8,2.2,1.4
12019,40.2,71.9,11.4,1.4
12021,53.1,69.5,6.6,1.8
12023,40.7,72.8,16.5,1.5
12027,42.8,67.7,12.9,1.3
12029,45.8,85.1,6.6,3.0
12031,36.7,52.8,28.9,1.2
12033,38.1,64.4,21.2,2.1
12035,52.6,77.2,9.4,1.1
12037,49.2,80.0,10.9,1.0
12039,42.0,33.9,55.1,1.8
12041,42.7,89.1,3.2,2.1
12043,45.8,64.3,15.1,3.6
12045,47.3,79.1,14.0,2.6
12047,40.6,58.7,32.2,2.5
12049,35.9,61.4,6.5,2.7
12051,35.7,55.2,10.8,3.1
12053,48.1,78.7,5.0,1.2
12055,54.2,72.6,9.4,1.6
12057,37.8,54.8,16.4,1.3
12059,42.4,84.8,6.7,2.0
12061,55.0,77.3,8.1,1.2
12063,42.9,66.6,25.4,1.6
12065,47.0,62.8,30.1,0.9
12067,41.8,76.8,17.7,1.1
12069,46.7,70.6,10.1,1.2
12071,49.3,70.5,8.0,1.4
12073,31.9,56.5,30.7,1.0
12075,47.1,82.2,8.4,1.4
12077,39.1,77.3,13.1,2.6
12079,44.9,56.1,36.5,1.5
12081,49.4,74.6,7.9,1.2
12083,48.2,71.7,12.6,1.4
12085,53.2,80.9,5.0,1.3
12086,40.8,36.9,15.4,0.6
12087,48.9,72.6,7.4,1.0
12089,46.3,85.9,5.5,1.0
12091,37.3,72.9,9.4,1.9
12093,40.7,72.6,8.1,1.6
12095,36.4,46.6,20.3,1.3
12097,37.0,43.4,11.0,1.3
12099,45.4,57.4,18.5,1.0
12101,43.7,75.1,6.1,1.3
12103,48.9,75.1,9.7,1.1
12105,39.6,59.8,14.8,1.3
12107,45.0,73.0,15.3,1.3
12109,44.0,81.2,5.2,0.8
12111,45.3,59.8,21.0,1.1
12113,40.0,81.3,5.5,2.1
12115,57.3,84.0,4.1,0.9
12117,39.8,62.7,11.9,1.2
12119,68.4,86.3,6.8,0.7
12121,42.5,77.0,10.0,2.1
12123,43.8,73.3,20.1,1.4
12125,40.1,73.2,16.2,5.3
12127,46.6,72.6,10.7,1.0
12129,42.5,78.0,13.9,1.6
12131,43.8,84.2,3.8,3.2
12133,41.6,78.0,13.6,2.1
13001,39.9,69.8,17.7,1.5
13003,36.2,64.1,15.2,1.1
13005,39.0,73.9,15.0,1.7
13007,48.1,49.0,40.7,1.4
13009,36.4,52.5,41.8,0.7
13011,42.4,87.0,1.7,3.0
13013,36.4,69.3,13.2,2.2
13015,38.0,78.2,11.0,1.3
13017,38.5,57.3,37.7,0.9
13019,39.8,81.3,10.6,0.8
13021,36.6,36.0,54.5,1.2
13023,37.4,68.9,26.0,0.4
13025,40.9,92.4,2.9,2.3
13027,43.0,57.4,34.7,0.9
13029,34.7,72.3,14.0,1.1
13031,30.2,62.8,28.3,1.5
13033,38.4,50.1,45.3,1.0
13035,38.5,65.5,27.6,1.3
13037,39.7,34.0,59.6,1.6
13039,34.6,70.7,18.2,1.6
13043,41.0,60.7,22.6,5.6
13045,35.3,69.8,20.5,1.3
13047,40.8,89.1,2.3,1.4
13049,38.0,56.9,25.0,2.5
13051,37.1,47.7,39.4,1.3
13053,23.9,59.1,18.5,2.9
13055,41.1,82.1,9.5,2.0
13057,40.0,78.2,7.2,2.1
13059,29.4,57.7,26.3,2.1
13061,46.1,39.8,59.5,0.4
13063,33.3,11.5,69.8,1.4
13065,38.8,65.3,25.6,4.1
13067,37.4,50.5,27.0,1.6
13069,36.6,60.7,28.1,1.7
13071,37.2,57.3,22.8,2.3
13073,37.5,67.6,18.0,1.1
13075,37.5,65.3,27.9,1.3
13077,39.0,71.4,18.5,1.3
13079,46.0,73.4,21.5,1.2
13081,40.4,50.9,45.0,1.0
13083,42.2,92.1,1.6,1.4
13085,43.9,88.9,1.6,1.2
13087,38.7,50.0,42.0,1.4
13089,36.3,30.1,51.5,2.5
13091,42.4,65.7,30.8,0.9
13093,45.9,41.8,47.9,2.3
13095,36.6,23.9,70.6,0.9
13097,36.8,36.4,49.2,1.4
13099,40.7,43.3,51.9,1.3
13101,31.2,67.6,4.2,0.2
13103,36.6,76.4,14.3,1.5
13105,42.4,64.8,25.7,3.3
13107,38.6,59.7,32.4,2.6
13109,36.9,55.3,27.3,2.1
13111,54.0,93.3,0.7,1.4
13113,43.3,59.0,25.5,1.2
13115,37.8,72.7,13.7,1.2
13117,39.4,66.3,4.1,1.3
13119,40.2,82.5,8.4,1.3
13121,36.2,39.4,43.1,1.0
13123,50.0,87.8,0.8,4.6
13125,43.2,86.9,11.8,0.3
13127,43.3,64.6,24.6,0.9
13129,38.8,80.9,3.7,3.0
13131,39.4,60.7,30.1,1.2
13133,52.3,60.0,30.7,1.3
13135,35.9,36.1,28.4,1.3
13137,39.6,79.3,3.4,1.3
13139,38.2,67.4,6.8,1.2
13141,47.3,26.4,71.4,0.6
13143,38.8,90.6,4.7,1.1
13145,43.3,76.3,15.8,1.1
13147,44.7,74.9,17.2,2.1
13149,41.2,85.1,7.9,3.4
13151,37.0,36.7,50.8,1.4
13153,36.2,55.0,31.6,1.4
13155,40.4,68.0,25.3,0.0
13157,38.1,79.8,7.7,0.9
13159,43.1,74.8,17.1,1.0
13161,40.5,70.6,13.9,3.6
13163,40.7,43.1,52.3,1.1
13165,42.3,57.4,38.0,0.8
13167,44.1,62.4,33.4,1.4
13169,41.4,70.7,25.1,0.8
13171,38.7,66.5,28.5,0.6
13173,36.7,66.6,24.5,1.0
13175,39.9,57.1,37.5,0.7
13177,37.2,68.1,23.4,1.9
13179,28.7,39.7,42.9,1.9
13181,48.3,68.6,27.3,1.2
13183,33.6,55.7,26.0,2.9
13185,31.3,52.7,37.1,1.4
13187,36.9,90.6,1.8,1.5
13189,39.1,55.0,41.1,1.0
13191,52.1,63.3,29.8,3.4
13193,39.9,33.5,59.1,1.1
13195,39.8,79.4,9.2,0.9
13197,43.9,59.1,28.8,1.9
13199,43.6,57.7,38.2,1.3
13201,42.8,65.6,27.3,1.4
13205,39.9,47.2,46.0,0.7
13207,42.5,73.4,21.6,0.7
13209,38.2,67.6,23.0,1.9
13211,42.3,73.4,21.7,0.6
13213,39.3,87.3,0.6,2.6
13215,35.1,39.3,46.7,1.3
13217,36.4,42.0,47.4,1.6
13219,40.7,83.7,3.3,2.8
13221,42.6,75.2,15.9,0.9
13223,36.7,66.1,22.0,1.7
13225,37.8,46.8,43.3,1.3
13227,46.1,93.1,0.5,2.2
13229,40.3,84.7,9.8,1.1
13231,39.9,87.7,8.5,0.7
13233,38.5,75.5,11.9,1.6
13235,43.7,58.0,33.2,3.0
13237,47.4,66.8,25.6,0.6
13239,59.4,48.4,49.9,0.7
13241,49.9,88.5,0.9,1.1
13243,37.6,27.4,67.7,1.2
13245,35.0,33.4,56.1,1.2
13247,39.2,28.3,57.7,1.7
13249,41.6,78.3,17.2,2.1
13251,42.7,56.0,39.6,2.4
13253,45.7,63.1,33.5,0.6
13255,39.2,56.9,35.4,0.8
13257,41.2,81.3,10.6,1.3
13259,36.7,27.4,60.5,2.3
13261,37.0,41.4,49.8,3.1
13263,50.5,40.7,55.2,1.2
13265,44.8,41.7,44.7,0.9
13267,38.1,58.2,27.5,1.5
13269,42.9,58.6,38.7,0.4
13271,39.4,51.8,36.8,0.7
13273,41.4,36.4,59.9,0.3
13275,39.9,58.3,35.8,1.4
13277,37.3,57.2,29.0,1.6
13279,37.2,63.3,23.8,2.6
13281,56.9,93.5,1.7,1.9
13283,39.6,64.5,31.3,1.6
13285,37.2,55.8,36.5,0.9
13287,37.4,55.9,37.6,2.5
13289,47.2,55.4,40.6,1.9
13291,55.9,93.5,0.9,1.9
13293,41.4,67.7,26.5,0.9
13295,41.8,90.5,4.4,0.8
13297,39.7,72.1,19.7,1.1
13299,38.0,62.1,29.9,1.2
13301,45.3,39.4,57.6,0.7
13303,40.6,42.3,51.6,0.7
13305,38.9,72.0,19.9,1.1
13307,42.8,46.0,49.0,4.3
13309,39.5,59.0,38.5,0.6
13311,45.4,90.7,2.0,1.1
13313,36.6,69.7,3.4,3.2
13315,41.3,61.3,33.5,1.9
13317,46.3,52.0,41.0,0.8
13319,43.2,55.4,38.2,0.7
13321,43.0,67.6,24.2,4.5
15001,44.1,31.1,0.8,4.0
15003,39.4,18.8,2.4,2.3
15005,39.9,25.6,0.0,11.6
15007,42.7,30.1,0.6,3.1
15009,42.9,31.0,0.8,2.5
16001,38.3,84.8,1.3,2.2
16003,54.3,91.6,0.2,5.0
16005,35.0,84.3,0.9,4.2
16007,40.2,94.4,0.3,2.7
16009,46.0,85.0,0.7,11.6
16011,34.8,79.1,0.3,6.5
16013,45.5,80.3,0.5,1.9
16015,53.5,87.4,0.2,3.1
16017,48.2,91.0,0.3,2.8
16019,33.3,85.4,0.5,1.7
16021,42.8,88.8,0.7,3.2
16023,39.2,92.3,0.0,2.3
16025,34.9,78.1,0.0,2.6
16027,34.8,74.3,0.7,2.9
16029,38.0,91.9,0.0,2.0
16031,33.1,72.3,0.1,3.5
16033,33.4,67.1,0.0,0.5
16035,52.0,89.9,0.2,4.1
16037,59.5,89.9,0.3,3.4
16039,32.5,74.5,3.2,3.6
16041,32.5,91.9,0.0,2.8
16043,39.9,88.8,0.3,2.6
16045,42.8,87.2,0.2,2.0
16047,38.4,72.1,0.1,3.1
16049,49.6,91.6,0.1,4.7
16051,32.3,88.3,0.1,2.4
16053,33.6,69.9,0.1,2.7
16055,40.8,88.2,0.3,2.7
16057,30.7,88.6,1.0,2.0
16059,53.1,92.1,0.0,4.4
16061,48.9,83.4,1.7,6.1
16063,37.2,69.4,0.6,5.4
16065,21.4,88.1,0.9,1.2
16067,34.5,72.1,0.3,2.1
16069,40.9,88.4,0.1,6.5
16071,40.2,94.1,0.4,2.4
16073,38.3,73.1,0.5,7.1
16075,38.8,82.5,0.1,3.2
16077,33.9,65.4,0.9,4.0
16079,45.1,90.9,0.9,3.7
16081,39.8,82.4,0.0,2.6
16083,35.8,81.6,0.9,2.3
16085,49.0,95.1,0.1,0.4
16087,44.6,83.3,0.1,4.2
17001,41.1,91.0,3.6,0.6
17003,45.8,63.2,32.6,1.1
17005,40.4,88.8,6.9,2.0
17007,39.5,74.2,2.5,1.9
17009,40.9,75.6,17.3,1.9
17011,44.1,89.0,0.6,0.7
17013,48.5,94.9,1.0,0.6
17015,44.9,90.8,3.9,0.9
17017,38.1,77.7,3.8,0.8
17019,30.9,66.3,13.4,0.9
17021,42.7,93.0,2.6,0.4
17023,42.0,95.9,0.7,1.7
17025,41.5,95.4,0.7,2.0
17027,41.4,91.4,3.2,1.1
17029,38.2,90.3,3.8,0.7
17031,37.8,46.4,22.5,1.7
17033,42.4,91.1,3.5,3.1
17035,42.3,96.0,0.1,0.9
17037,32.6,76.3,7.8,1.4
17039,44.0,94.5,1.0,1.3
17041,38.9,90.5,1.4,0.8
17043,40.0,67.2,5.0,1.0
17045,46.4,96.3,0.6,0.5
17047,44.6,95.6,0.2,1.0
17049,39.5,95.9,0.7,0.3
17051,41.7,89.4,3.8,3.3
17053,42.5,91.5,0.8,0.8
17055,43.4,94.8,0.4,1.3
17057,43.7,92.9,2.6,2.4
17059,47.3,96.1,0.7,2.7
17061,43.1,96.1,0.7,0.7
17063,38.6,88.4,2.1,0.7
17065,43.5,96.0,0.1,0.7
17067,46.3,95.0,0.8,0.7
17069,55.0,96.3,1.2,0.6
17071,49.8,95.2,0.3,2.3
17073,43.4,88.5,2.2,0.9
17075,44.4,89.6,0.7,1.1
17077,32.9,73.6,14.4,1.5
17079,44.2,97.1,0.1,1.1
17081,41.1,84.9,6.5,2.2
